modeloBombilla,tipoLampara,streetAddress,codigo,distrito,barrio,Longitude,Latitude
LBE002,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE OCTAVIO PAZ 36,31047878,Hortaleza,6,444641.5690000000,4482792.74960000000
LBE002,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE AMERICO CASTRO 18,31019473,Hortaleza,6,444459.90600000000,4482887.18370000000
LBE002,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE AMERICO CASTRO 24,31009906,Hortaleza,6,444491.25920000000,4482924.42390000000
LBE002,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE AMERICO CASTRO 16,31019474,Hortaleza,6,444442.11280000000,4482865.95090000000
LBE003,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE ANA DE AUSTRIA 34,31003877,Hortaleza,6,444486.74280000000,4482978.27730000000
LBE003,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE ISABEL CLARA EUGENIA 50,31010250,Hortaleza,6,444556.71130000000,4482919.49430000000
LBE003,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE ISABEL CLARA EUGENIA 49,31009907,Hortaleza,6,444563.68850000000,4482883.48260000000
LBE003,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE ISABEL CLARA EUGENIA 59,31009912,Hortaleza,6,444541.38560000000,4482902.9590000000
LBE003,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE ISABEL CLARA EUGENIA 50,31010250,Hortaleza,6,444535.39230000000,4482937.17310000000
LBE002,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE AMERICO CASTRO 22,31009905,Hortaleza,6,444475.71490000000,4482905.96920000000
LBE002,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE AMERICO CASTRO 14,31051696,Hortaleza,6,444426.50230000000,4482847.49620000000
LBE002,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE AMERICO CASTRO 12,31051695,Hortaleza,6,444407.81610000000,4482825.27110000000
