modeloBombilla,tipoLampara,streetAddress,codigo,distrito,barrio,Longitude,Latitude
LBE004,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE ANA DE AUSTRIA 34,31003876,Hortaleza,6,444475.86090000000,4483028.50230000000
LBE004,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,AVENIDA DE ISABEL DE VALOIS 66,31060312,Hortaleza,6,444506.15490000000,4483110.38040000000
LBE004,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE ANA DE AUSTRIA 36,31003889,Hortaleza,6,444502.25110000000,4483060.4230000000
LBE003,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE ANA DE AUSTRIA 49,31024639,Hortaleza,6,444420.38200000000,4483031.70670000000
LBE004,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE ANA DE AUSTRIA 47,31006033,Hortaleza,6,444451.90160000000,4483045.81670000000
LBE003,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE ISABEL CLARA EUGENIA 63,31017490,Hortaleza,6,444407.56470000000,4483016.23320000000
LBE004,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE ANA DE AUSTRIA 34,31003886,Hortaleza,6,444553.46560000000,4483120.56940000000
LBE004,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE ANA DE AUSTRIA 34,31041658,Hortaleza,6,444530.11860000000,4483093.14580000000
LBE004,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DEL PRINCIPE CARLOS 54,31017503,Hortaleza,6,444374.14150000000,4482907.44450000000
LBE004,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE ANA DE AUSTRIA 32,31037818,Hortaleza,6,444401.90050000000,4482940.45250000000
LBE004,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE ANA DE AUSTRIA 32,31037818,Hortaleza,6,444400.97450000000,4482985.26670000000
LBE004,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE ANA DE AUSTRIA 32,31037818,Hortaleza,6,444377.81950000000,4482957.83490000000
LBE004,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE ANA DE AUSTRIA 32,31037818,Hortaleza,6,444425.24140000000,4482968.35350000000
LBE003,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE ISABEL CLARA EUGENIA 46,31041665,Hortaleza,6,444650.13030000000,4482841.16500000000
LBE003,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE ISABEL CLARA EUGENIA 47,31006655,Hortaleza,6,444592.71470000000,4482859.32450000000
LBE003,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE ISABEL CLARA EUGENIA 46,31041665,Hortaleza,6,444627.41460000000,4482860.7330000000
LBE004,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DEL PRINCIPE CARLOS 56,31017504,Hortaleza,6,444349.87010000000,4482924.31980000000
LBE003,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE ISABEL CLARA EUGENIA 45,31041666,Hortaleza,6,444613.12050000000,4482842.2590000000
LBE003,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE ISABEL CLARA EUGENIA 45,31006647,Hortaleza,6,444634.58510000000,4482823.96290000000
LBE004,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DEL PRINCIPE CARLOS 54,31017503,Hortaleza,6,444347.76640000000,4482876.26630000000
LBE004,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DEL PRINCIPE CARLOS 56,31017504,Hortaleza,6,444324.12350000000,4482893.85560000000
LBE003,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE ISABEL CLARA EUGENIA 46,31006600,Hortaleza,6,444604.97790000000,4482878.70000000000
LBE004,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE ANA DE AUSTRIA 53,31041657,Hortaleza,6,444529.83520000000,4483138.39330000000
LBE004,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE ANA DE AUSTRIA 51,31037126,Hortaleza,6,444478.61500000000,4483077.91070000000
GLED001,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/led,CALLE DE GOMEZNARRO 140,11116135,Hortaleza,3,444965.69830000000,4479043.67730000000
LBE006,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE GOMEZNARRO 68,11116171,Hortaleza,3,444803.30170000000,4479041.5190000000
LBE006,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE GOMEZNARRO 42,11116184,Hortaleza,3,444747.40000000000,4479039.46130000000
LBE006,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE GOMEZNARRO 36,11116187,Hortaleza,3,444728.43830000000,4479070.65920000000
LBE006,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE GOMEZNARRO 70,11116170,Hortaleza,3,444801.34230000000,4479057.42740000000
GLED001,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/led,CALLE DE GOMEZNARRO 150,11116130,Hortaleza,3,444964.69400000000,4479070.64560000000
LBE002,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE GOMEZNARRO 61,11116304,Hortaleza,3,444928.17910000000,4479116.38960000000
LBE002,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE GOMEZNARRO 82,11116164,Hortaleza,3,444821.54270000000,4479102.51730000000
LBE002,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE GOMEZNARRO 90,11116160,Hortaleza,3,444900.90000000,4479115.13280000000
LBE002,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE GOMEZNARRO 72,11116169,Hortaleza,3,444774.65600000000,4479093.62970000000
LBE002,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE BECERRIL DE LA SIERRA 1,20174969,Hortaleza,3,444798.46680000000,4479098.100000000
LBE002,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE GOMEZNARRO 88,11116161,Hortaleza,3,444879.98960000000,4479114.2910000000
LBE002,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE GOMEZNARRO 37,11115886,Hortaleza,3,444749.62910000000,4479088.85350000000
LBE002,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE GOMEZNARRO 86,11116162,Hortaleza,3,444852.37410000000,4479108.84230000000
LBE006,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE GOMEZNARRO 64,11116173,Hortaleza,3,444772.69340000000,4479039.93910000000
GLED004,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/led,CALLE DE GOMEZNARRO 20,11116195,Hortaleza,3,444697.40590000000,4479024.14970000000
LBE006,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE GOMEZNARRO 32,11116189,Hortaleza,3,444729.56600000000,4479038.61170000000
LBE006,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE GOMEZNARRO 36,11116187,Hortaleza,3,444731.70670000000,4479076.40020000000
GLED004,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/led,CALLE DE GOMEZNARRO 38,11116186,Hortaleza,3,444748.46860000000,4479076.86430000000
GLED001,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/led,CALLE DE GOMEZNARRO 70,11116170,Hortaleza,3,444788.15330000000,4479066.40000000
LBE006,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE GOMEZNARRO 74,11116168,Hortaleza,3,444795.67070000000,4479078.29010000000
GLED001,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/led,CALLE DE GOMEZNARRO 134,11116138,Hortaleza,3,444981.2740000000,4479024.96000000000
GLED004,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/led,CALLE DE GOMEZNARRO 24,11116193,Hortaleza,3,444712.42400000000,4479024.73030000000
LBE002,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE GOMEZNARRO 6,11116202,Hortaleza,3,444702.9960000000,4479062.81220000000
GLED001,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/led,CALLE DE GOMEZNARRO 128,11116141,Hortaleza,3,444930.32260000000,4479022.12670000000
LBE006,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE GOMEZNARRO 66,11116172,Hortaleza,3,444787.70000000000,4479040.50000000000
LBE006,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE GOMEZNARRO 12,11116199,Hortaleza,3,444692.3940000000,4479037.1870000000
GLED004,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/led,CALLE DE GOMEZNARRO 58,11116176,Hortaleza,3,444791.85280000000,4479027.71330000000
GLED004,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/led,CALLE DE GOMEZNARRO 74,11116168,Hortaleza,3,444785.38430000000,4479075.3300000000
GLED004,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/led,CALLE DE GOMEZNARRO 48,11116181,Hortaleza,3,444760.13600000000,4479026.49530000000
GLED004,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/led,CALLE DE GOMEZNARRO 72,11116169,Hortaleza,3,444779.36740000000,4479080.80480000000
LBE006,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE GOMEZNARRO 34,11116188,Hortaleza,3,444729.3960000000,4479053.19260000000
LBE006,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE GOMEZNARRO 14,11116198,Hortaleza,3,444707.83750000000,4479037.55650000000
LBE006,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE GOMEZNARRO 4,11116203,Hortaleza,3,444672.41940000000,4479052.17570000000
GLED004,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/led,CALLE DE GOMEZNARRO 60,11116175,Hortaleza,3,444806.66380000000,4479028.25190000000
GLED004,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/led,CALLE DE GOMEZNARRO 46,11116182,Hortaleza,3,444744.86110000000,4479025.90250000000
LBE006,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE GOMEZNARRO 74,11116168,Hortaleza,3,444800.72010000000,4479075.73690000000
GLED004,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/led,CALLE DE GOMEZNARRO 72,11116169,Hortaleza,3,444763.99330000000,4479080.92790000000
GLED004,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/led,CALLE DE GOMEZNARRO 28,11116191,Hortaleza,3,444729.2090000000,4479025.33400000000
GLED001,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/led,CALLE DE GOMEZNARRO 130,11116140,Hortaleza,3,444941.66280000000,4479022.77750000000
GLED001,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/led,CALLE DE GOMEZNARRO 122,11116144,Hortaleza,3,444903.60000000000,4479105.40990000000
GLED001,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/led,CALLE DE GOMEZNARRO 132,11116139,Hortaleza,3,444954.95670000000,4479023.54100000000
GLED004,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/led,CALLE DE GOMEZNARRO 16,11116197,Hortaleza,3,444682.60810000000,4479023.57580000000
LBE006,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE GOMEZNARRO 10,11116200,Hortaleza,3,444677.52680000000,4479036.53220000000
GLED001,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/led,CALLE DE GOMEZNARRO 150,11116130,Hortaleza,3,444975.34830000000,4479076.31260000000
LBE006,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE GOMEZNARRO 38,11116186,Hortaleza,3,444746.26500000000,4479070.98650000000
LBE006,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE GOMEZNARRO 40,11116185,Hortaleza,3,444746.85890000000,4479055.77920000000
GLED004,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/led,CALLE DE GOMEZNARRO 54,11116178,Hortaleza,3,444776.27740000000,4479027.12360000000
GLED004,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/led,CALLE DE GOMEZNARRO 70,11116170,Hortaleza,3,444786.4330000000,4479056.95560000000
GLED004,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/led,CALLE DE GOMEZNARRO 72,11116169,Hortaleza,3,444771.66180000000,4479077.54550000000
GLED001,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/led,CALLE DE GOMEZNARRO 132,11116139,Hortaleza,3,444968.48630000000,4479024.27740000000
GLED001,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/led,CALLE DE GOMEZNARRO 70,11116170,Hortaleza,3,444798.99010000000,4479066.38240000000
GLED001,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/led,CALLE DE GOMEZNARRO 8,11116201,Hortaleza,3,444709.51440000000,4479063.26170000000
LBE002,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE GOMEZNARRO 29,20106766,Hortaleza,3,444733.62020000000,4479084.71700000000
LBE002,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE GOMEZNARRO 2,11116204,Hortaleza,3,444701.29380000000,4479076.36420000000
LBE002,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE GOMEZNARRO 150,11116130,Hortaleza,3,444985.89140000000,4479080.7540000000
LBE002,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE GOMEZNARRO 61,11116304,Hortaleza,3,444944.35170000000,4479111.79240000000
LBE002,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE GOMEZNARRO 71,11116299,Hortaleza,3,444965.97310000000,4479097.30420000000
LBE002,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE GOMEZNARRO 84,11116163,Hortaleza,3,444840.60290000000,4479087.16220000000
GLED001,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/led,CALLE DE GOMEZNARRO 100,11116155,Hortaleza,3,444857.70670000000,4479030.75680000000
GLED001,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/led,CALLE DE GOMEZNARRO 76,11116167,Hortaleza,3,444821.99300000000,4479029.31440000000
GLED001,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/led,CALLE DE GOMEZNARRO 138,11116136,Hortaleza,3,444943.41190000000,4479043.2260000000
GLED001,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/led,CALLE DE GOMEZNARRO 114,11116148,Hortaleza,3,444905.16220000000,4479026.22450000000
GLED001,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/led,CALLE DE GOMEZNARRO 104,11116153,Hortaleza,3,444892.58050000000,4479012.79260000000
GLED001,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/led,CALLE DE GOMEZNARRO 146,11116132,Hortaleza,3,444942.41810000000,4479064.43620000000
GLED001,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/led,CALLE DE GOMEZNARRO 112,11116149,Hortaleza,3,444905.79040000000,4479011.61400000000
GLED001,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/led,CALLE DE GOMEZNARRO 86,11116162,Hortaleza,3,444853.89490000000,4479089.40700000000
GLED001,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/led,CALLE DE GOMEZNARRO 94,11116158,Hortaleza,3,444865.9420000000,4479071.91060000000
GLED001,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/led,CALLE DE GOMEZNARRO 122,11116144,Hortaleza,3,444917.72340000000,4479107.41800000000
