modeloBombilla,tipoLampara,streetAddress,identifier,distrito,barrio,long,lat,locality,country
LBE002,http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/alumbrado-publico/tipo-lampara/descarga,CALLE DE LAS ERAS 3,20040016,Hortaleza,4,40.461237,-3.657807,Madrid,España






